"Zipcode","City","State","Lat","Long","Location"
"00705","AIBONITO","PR",18.14,-66.26,"NA-US-PR-AIBONITO"
"00610","ANASCO","PR",18.28,-67.14,"NA-US-PR-ANASCO"
"00611","ANGELES","PR",18.28,-66.79,"NA-US-PR-ANGELES"
"00612","ARECIBO","PR",18.45,-66.73,"NA-US-PR-ARECIBO"
"00601","ADJUNTAS","PR",18.16,-66.72,"NA-US-PR-ADJUNTAS"
"00631","CASTANER","PR",18.19,-66.82,"NA-US-PR-CASTANER"
"00602","AGUADA","PR",18.38,-67.18,"NA-US-PR-AGUADA"
"00603","AGUADILLA","PR",18.43,-67.15,"NA-US-PR-AGUADILLA"
"00604","AGUADILLA","PR",18.43,-67.15,"NA-US-PR-AGUADILLA"
"00605","AGUADILLA","PR",18.43,-67.15,"NA-US-PR-AGUADILLA"
"00703","AGUAS BUENAS","PR",18.25,-66.1,"NA-US-PR-AGUAS BUENAS"
"00704","AGUIRRE","PR",17.96,-66.22,"NA-US-PR-AGUIRRE"
"07675","WESTWOOD","NJ",40.98,-74.03,"NA-US-NJ-WESTWOOD"
"07677","WOODCLIFF LAKE","NJ",41.02,-74.05,"NA-US-NJ-WOODCLIFF LAKE"
"07885","WHARTON","NJ",40.89,-74.58,"NA-US-NJ-WHARTON"
"07981","WHIPPANY","NJ",40.82,-74.41,"NA-US-NJ-WHIPPANY"
"07999","WHIPPANY","NJ",40.82,-74.41,"NA-US-NJ-WHIPPANY"
"08888","WHITEHOUSE","NJ",40.62,-74.76,"NA-US-NJ-WHITEHOUSE"
"08889","WHITEHOUSE STATION","NJ",40.6,-74.76,"NA-US-NJ-WHITEHOUSE STATION"
"07095","WOODBRIDGE","NJ",40.55,-74.28,"NA-US-NJ-WOODBRIDGE"
"07481","WYCKOFF","NJ",40.99,-74.16,"NA-US-NJ-WYCKOFF"
"10451","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10452","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10453","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10454","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10455","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10456","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10457","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10458","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10459","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10460","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10461","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10462","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10463","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10464","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10465","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10466","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10467","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10468","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10469","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10470","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10471","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10472","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10473","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10474","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10475","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10499","BRONX","NY",40.84,-73.87,"NA-US-NY-BRONX"
"10001","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10002","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10003","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10004","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10005","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10006","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10007","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10008","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10009","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10010","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10011","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10012","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10013","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10014","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10016","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10017","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10018","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10019","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10020","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10021","NEW YORK","NY",40.77,-73.95,"NA-US-NY-NEW YORK"
"10022","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10023","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10024","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10025","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10026","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10027","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10028","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10029","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10030","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10031","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10032","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10033","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"10034","NEW YORK","NY",40.71,-73.99,"NA-US-NY-NEW YORK"
"00613","ARECIBO","PR",18.45,-66.73,"NA-US-PR-ARECIBO"
"00614","ARECIBO","PR",18.45,-66.73,"NA-US-PR-ARECIBO"
"00714","ARROYO","PR",17.97,-66.06,"NA-US-PR-ARROYO"
"00616","BAJADERO","PR",18.4,-66.66,"NA-US-PR-BAJADERO"
"00617","BARCELONETA","PR",18.45,-66.53,"NA-US-PR-BARCELONETA"
"00794","BARRANQUITAS","PR",18.18,-66.3,"NA-US-PR-BARRANQUITAS"
"00622","BOQUERON","PR",17.99,-67.15,"NA-US-PR-BOQUERON"
"00623","CABO ROJO","PR",18.08,-67.14,"NA-US-PR-CABO ROJO"
"00627","CAMUY","PR",18.48,-66.84,"NA-US-PR-CAMUY"
"00729","CANOVANAS","PR",18.37,-65.9,"NA-US-PR-CANOVANAS"
"00979","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00981","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00982","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00983","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00984","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00985","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00986","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00987","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00988","CAROLINA","PR",18.4,-65.98,"NA-US-PR-CAROLINA"
"00736","CAYEY","PR",18.11,-66.16,"NA-US-PR-CAYEY"
"00739","CIDRA","PR",18.17,-66.15,"NA-US-PR-CIDRA"
"00769","COAMO","PR",18.08,-66.36,"NA-US-PR-COAMO"
"00782","COMERIO","PR",18.22,-66.22,"NA-US-PR-COMERIO"
"00783","COROZAL","PR",18.34,-66.31,"NA-US-PR-COROZAL"
"09848","APO","AE",,,
"10200","NEW YORK","NY",40.77,73.95,"NA-US-NY-NEW YORK"
"09323","APO","AE",-44.25,33.53,"ME-IQ"
"00659","HATILLO","PR",18.48,-66.82,"NA-US-PR-HATILLO"
"00660","HORMIGUEROS","PR",18.14,-67.12,"NA-US-PR-HORMIGUEROS"
"00791","HUMACAO","PR",18.15,-65.81,"NA-US-PR-HUMACAO"
"00792","HUMACAO","PR",18.15,-65.81,"NA-US-PR-HUMACAO"
"00662","ISABELA","PR",18.5,-67.02,"NA-US-PR-ISABELA"
"00664","JAYUYA","PR",18.22,-66.59,"NA-US-PR-JAYUYA"
"00795","JUANA DIAZ","PR",18.05,-66.5,"NA-US-PR-JUANA DIAZ"
"00777","JUNCOS","PR",18.22,-65.91,"NA-US-PR-JUNCOS"
"00728","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00725","CAGUAS","PR",18.23,-66.03,"NA-US-PR-CAGUAS"
"00726","CAGUAS","PR",18.23,-66.03,"NA-US-PR-CAGUAS"
"00727","CAGUAS","PR",18.23,-66.03,"NA-US-PR-CAGUAS"
"00737","CAYEY","PR",18.11,-66.16,"NA-US-PR-CAYEY"
"00735","CEIBA","PR",18.26,-65.64,"NA-US-PR-CEIBA"
"00742","ROOSEVELT ROADS","PR",18.27,-65.65,"NA-US-PR-ROOSEVELT ROADS"
"00638","CIALES","PR",18.33,-66.47,"NA-US-PR-CIALES"
"00780","COTO LAUREL","PR",18.09,-66.57,"NA-US-PR-COTO LAUREL"
"00775","CULEBRA","PR",18.31,-65.3,"NA-US-PR-CULEBRA"
"00646","DORADO","PR",18.47,-66.27,"NA-US-PR-DORADO"
"00647","ENSENADA","PR",17.96,-66.94,"NA-US-PR-ENSENADA"
"00738","FAJARDO","PR",18.33,-65.65,"NA-US-PR-FAJARDO"
"00650","FLORIDA","PR",18.36,-66.56,"NA-US-PR-FLORIDA"
"00652","GARROCHALES","PR",18.45,-66.6,"NA-US-PR-GARROCHALES"
"00653","GUANICA","PR",17.97,-66.93,"NA-US-PR-GUANICA"
"00784","GUAYAMA","PR",17.97,-66.11,"NA-US-PR-GUAYAMA"
"00785","GUAYAMA","PR",17.97,-66.11,"NA-US-PR-GUAYAMA"
"00656","GUAYANILLA","PR",18.02,-66.79,"NA-US-PR-GUAYANILLA"
"00965","GUAYNABO","PR",18.38,-66.11,"NA-US-PR-GUAYNABO"
"00966","GUAYNABO","PR",18.38,-66.11,"NA-US-PR-GUAYNABO"
"00968","GUAYNABO","PR",18.38,-66.11,"NA-US-PR-GUAYNABO"
"00969","GUAYNABO","PR",18.38,-66.11,"NA-US-PR-GUAYNABO"
"00970","GUAYNABO","PR",18.38,-66.11,"NA-US-PR-GUAYNABO"
"00971","GUAYNABO","PR",18.38,-66.11,"NA-US-PR-GUAYNABO"
"00778","GURABO","PR",18.25,-65.97,"NA-US-PR-GURABO"
"00667","LAJAS","PR",18.04,-67.06,"NA-US-PR-LAJAS"
"00786","LA PLATA","PR",18.16,-66.23,"NA-US-PR-LA PLATA"
"00669","LARES","PR",18.29,-66.88,"NA-US-PR-LARES"
"00670","LAS MARIAS","PR",18.27,-67.06,"NA-US-PR-LAS MARIAS"
"00771","LAS PIEDRAS","PR",18.18,-65.86,"NA-US-PR-LAS PIEDRAS"
"00931","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00933","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00934","FORT BUCHANAN","PR",18.41,-66.11,"NA-US-PR-FORT BUCHANAN"
"00935","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00936","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00772","LOIZA","PR",18.43,-65.88,"NA-US-PR-LOIZA"
"00773","LUQUILLO","PR",18.37,-65.71,"NA-US-PR-LUQUILLO"
"00674","MANATI","PR",18.43,-66.48,"NA-US-PR-MANATI"
"00606","MARICAO","PR",18.18,-66.98,"NA-US-PR-MARICAO"
"00707","MAUNABO","PR",18,-65.9,"NA-US-PR-MAUNABO"
"00636","ROSARIO","PR",18.15,-67.06,"NA-US-PR-ROSARIO"
"00680","MAYAGUEZ","PR",18.2,-67.14,"NA-US-PR-MAYAGUEZ"
"00681","MAYAGUEZ","PR",18.2,-67.14,"NA-US-PR-MAYAGUEZ"
"00682","MAYAGUEZ","PR",18.2,-67.14,"NA-US-PR-MAYAGUEZ"
"00715","MERCEDITA","PR",18,-66.56,"NA-US-PR-MERCEDITA"
"00676","MOCA","PR",18.39,-67.11,"NA-US-PR-MOCA"
"00687","MOROVIS","PR",18.32,-66.4,"NA-US-PR-MOROVIS"
"00718","NAGUABO","PR",18.21,-65.73,"NA-US-PR-NAGUABO"
"00719","NARANJITO","PR",18.3,-66.24,"NA-US-PR-NARANJITO"
"00720","OROCOVIS","PR",18.22,-66.39,"NA-US-PR-OROCOVIS"
"00723","PATILLAS","PR",18,-66.01,"NA-US-PR-PATILLAS"
"00624","PENUELAS","PR",18.06,-66.72,"NA-US-PR-PENUELAS"
"00716","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00717","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00730","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00731","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00732","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00733","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00734","PONCE","PR",17.98,-66.6,"NA-US-PR-PONCE"
"00740","PUERTO REAL","PR",18.33,-65.63,"NA-US-PR-PUERTO REAL"
"00741","PUNTA SANTIAGO","PR",18.15,-65.76,"NA-US-PR-PUNTA SANTIAGO"
"00678","QUEBRADILLAS","PR",18.47,-66.93,"NA-US-PR-QUEBRADILLAS"
"00677","RINCON","PR",18.34,-67.25,"NA-US-PR-RINCON"
"00744","RIO BLANCO","PR",18.22,-65.79,"NA-US-PR-RIO BLANCO"
"00721","PALMER","PR",18.37,-65.77,"NA-US-PR-PALMER"
"00745","RIO GRANDE","PR",18.38,-65.83,"NA-US-PR-RIO GRANDE"
"00637","SABANA GRANDE","PR",18.08,-66.96,"NA-US-PR-SABANA GRANDE"
"00688","SABANA HOYOS","PR",18.38,-66.62,"NA-US-PR-SABANA HOYOS"
"00952","SABANA SECA","PR",18.42,-66.19,"NA-US-PR-SABANA SECA"
"00751","SALINAS","PR",17.97,-66.29,"NA-US-PR-SALINAS"
"00690","SAN ANTONIO","PR",18.49,-67.09,"NA-US-PR-SAN ANTONIO"
"00683","SAN GERMAN","PR",18.08,-67.04,"NA-US-PR-SAN GERMAN"
"00901","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00902","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00906","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00907","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00908","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00909","SAN JUAN","PR",18.44,-66.06,"NA-US-PR-SAN JUAN"
"00910","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00911","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00912","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00913","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00914","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00915","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00916","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00917","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00918","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00919","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00920","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00921","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00922","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00923","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00924","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00925","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00926","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00927","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00928","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00929","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00930","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00937","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00939","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00940","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00955","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00956","BAYAMON","PR",18.28,-66.13,"NA-US-PR-BAYAMON"
"00957","BAYAMON","PR",18.28,-66.13,"NA-US-PR-BAYAMON"
"00958","BAYAMON","PR",18.28,-66.13,"NA-US-PR-BAYAMON"
"00959","BAYAMON","PR",18.28,-66.13,"NA-US-PR-BAYAMON"
"00801","ST THOMAS","VI",18.35,-64.93,"NA-US-VI-ST THOMAS"
"00802","ST THOMAS","VI",18.35,-64.93,"NA-US-VI-ST THOMAS"
"00803","ST THOMAS","VI",18.35,-64.93,"NA-US-VI-ST THOMAS"
"00804","ST THOMAS","VI",18.35,-64.93,"NA-US-VI-ST THOMAS"
"00805","ST THOMAS","VI",18.34,-64.93,"NA-US-VI-ST THOMAS"
"00820","CHRISTIANSTED","VI",17.74,-64.7,"NA-US-VI-CHRISTIANSTED"
"00821","CHRISTIANSTED","VI",17.74,-64.7,"NA-US-VI-CHRISTIANSTED"
"00822","CHRISTIANSTED","VI",17.74,-64.7,"NA-US-VI-CHRISTIANSTED"
"00823","CHRISTIANSTED","VI",17.74,-64.7,"NA-US-VI-CHRISTIANSTED"
"00824","CHRISTIANSTED","VI",17.74,-64.7,"NA-US-VI-CHRISTIANSTED"
"00830","ST JOHN","VI",18.33,-64.79,"NA-US-VI-ST JOHN"
"00831","ST JOHN","VI",18.33,-64.79,"NA-US-VI-ST JOHN"
"00840","FREDERIKSTED","VI",17.71,-64.88,"NA-US-VI-FREDERIKSTED"
"00841","FREDERIKSTED","VI",17.71,-64.88,"NA-US-VI-FREDERIKSTED"
"00850","KINGSHILL","VI",17.76,-64.82,"NA-US-VI-KINGSHILL"
"00851","KINGSHILL","VI",17.73,-64.8,"NA-US-VI-KINGSHILL"
"02478","BELMONT","MA",42.39,-71.18,"NA-US-MA-BELMONT"
"02479","WAVERLEY","MA",42.39,-71.17,"NA-US-MA-WAVERLEY"
"02445","BROOKLINE","MA",42.32,-71.14,"NA-US-MA-BROOKLINE"
"02446","BROOKLINE","MA",42.32,-71.14,"NA-US-MA-BROOKLINE"
"02447","BROOKLINE VILLAGE","MA",42.33,-71.13,"NA-US-MA-BROOKLINE VILLAGE"
"02420","LEXINGTON","MA",42.44,-71.23,"NA-US-MA-LEXINGTON"
"02421","LEXINGTON","MA",42.44,-71.23,"NA-US-MA-LEXINGTON"
"02492","NEEDHAM","MA",42.28,-71.24,"NA-US-MA-NEEDHAM"
"02494","NEEDHAM HEIGHTS","MA",42.28,-71.24,"NA-US-MA-NEEDHAM HEIGHTS"
"02456","NEW TOWN","MA",42.33,-71.2,"NA-US-MA-NEW TOWN"
"02458","NEWTON","MA",42.33,-71.2,"NA-US-MA-NEWTON"
"02459","NEWTON CENTER","MA",42.31,-71.19,"NA-US-MA-NEWTON CENTER"
"02460","NEWTONVILLE","MA",42.35,-71.2,"NA-US-MA-NEWTONVILLE"
"02461","NEWTON HIGHLANDS","MA",42.31,-71.2,"NA-US-MA-NEWTON HIGHLANDS"
"02462","NEWTON LOWER FALLS","MA",42.33,-71.25,"NA-US-MA-NEWTON LOWER FALLS"
"02464","NEWTON UPPER FALLS","MA",42.31,-71.22,"NA-US-MA-NEWTON UPPER FALLS"
"02465","WEST NEWTON","MA",42.35,-71.22,"NA-US-MA-WEST NEWTON"
"02466","AUBURNDALE","MA",42.34,-71.24,"NA-US-MA-AUBURNDALE"
"00960","BAYAMON","PR",18.28,-66.13,"NA-US-PR-BAYAMON"
"00961","BAYAMON","PR",18.41,-66.15,"NA-US-PR-BAYAMON"
"00962","CATANO","PR",18.43,-66.11,"NA-US-PR-CATANO"
"00963","CATANO","PR",18.43,-66.11,"NA-US-PR-CATANO"
"00975","SAN JUAN","PR",18.4,-66.06,"NA-US-PR-SAN JUAN"
"00976","TRUJILLO ALTO","PR",18.36,-66.01,"NA-US-PR-TRUJILLO ALTO"
"00977","TRUJILLO ALTO","PR",18.36,-66.01,"NA-US-PR-TRUJILLO ALTO"
"00978","SAINT JUST","PR",18.37,-66.01,"NA-US-PR-SAINT JUST"
"00754","SAN LORENZO","PR",18.19,-65.96,"NA-US-PR-SAN LORENZO"
"00685","SAN SEBASTIAN","PR",18.33,-66.99,"NA-US-PR-SAN SEBASTIAN"
"00757","SANTA ISABEL","PR",17.97,-66.4,"NA-US-PR-SANTA ISABEL"
"00953","TOA ALTA","PR",18.39,-66.25,"NA-US-PR-TOA ALTA"
"00954","TOA ALTA","PR",18.39,-66.25,"NA-US-PR-TOA ALTA"
"00949","TOA BAJA","PR",18.44,-66.25,"NA-US-PR-TOA BAJA"
"00950","TOA BAJA","PR",18.44,-66.25,"NA-US-PR-TOA BAJA"
"00951","TOA BAJA","PR",18.44,-66.25,"NA-US-PR-TOA BAJA"
"00641","UTUADO","PR",18.27,-66.7,"NA-US-PR-UTUADO"
"00692","VEGA ALTA","PR",18.41,-66.32,"NA-US-PR-VEGA ALTA"
"00693","VEGA BAJA","PR",18.44,-66.39,"NA-US-PR-VEGA BAJA"
"00694","VEGA BAJA","PR",18.44,-66.39,"NA-US-PR-VEGA BAJA"
"00765","VIEQUES","PR",18.42,-65.83,"NA-US-PR-VIEQUES"
"00766","VILLALBA","PR",18.13,-66.48,"NA-US-PR-VILLALBA"
"00767","YABUCOA","PR",18.04,-65.87,"NA-US-PR-YABUCOA"
"00698","YAUCO","PR",18.03,-66.86,"NA-US-PR-YAUCO"
"02467","CHESTNUT HILL","MA",42.31,-71.16,"NA-US-MA-CHESTNUT HILL"
"02468","WABAN","MA",42.32,-71.23,"NA-US-MA-WABAN"
"02495","NONANTUM","MA",42.33,-71.2,"NA-US-MA-NONANTUM"
"02451","WALTHAM","MA",42.38,-71.24,"NA-US-MA-WALTHAM"
"02452","WALTHAM","MA",42.38,-71.24,"NA-US-MA-WALTHAM"
"02453","WALTHAM","MA",42.38,-71.24,"NA-US-MA-WALTHAM"
"02454","WALTHAM","MA",42.38,-71.24,"NA-US-MA-WALTHAM"
"02455","NORTH WALTHAM","MA",42.39,-71.22,"NA-US-MA-NORTH WALTHAM"
"02471","WATERTOWN","MA",42.36,-71.17,"NA-US-MA-WATERTOWN"
"02472","WATERTOWN","MA",42.36,-71.17,"NA-US-MA-WATERTOWN"
"02477","WATERTOWN","MA",42.36,-71.17,"NA-US-MA-WATERTOWN"
"02457","BABSON PARK","MA",42.29,-71.26,"NA-US-MA-BABSON PARK"
"02481","WELLESLEY HILLS","MA",42.31,-71.27,"NA-US-MA-WELLESLEY HILLS"
"02482","WELLESLEY","MA",42.3,-71.28,"NA-US-MA-WELLESLEY"
"02493","WESTON","MA",42.36,-71.26,"NA-US-MA-WESTON"
"02184","BRAINTREE","MA",42.2,-71,"NA-US-MA-BRAINTREE"
"02185","BRAINTREE","MA",42.2,-71,"NA-US-MA-BRAINTREE"
"02186","MILTON","MA",42.24,-71.08,"NA-US-MA-MILTON"
"02187","MILTON VILLAGE","MA",42.26,-71.08,"NA-US-MA-MILTON VILLAGE"
"02169","QUINCY","MA",42.26,-71,"NA-US-MA-QUINCY"
"02170","QUINCY","MA",42.26,-71,"NA-US-MA-QUINCY"
"02171","QUINCY","MA",42.26,-71,"NA-US-MA-QUINCY"
"02269","QUINCY","MA",42.26,-71,"NA-US-MA-QUINCY"
"02188","WEYMOUTH","MA",42.2,-70.94,"NA-US-MA-WEYMOUTH"
"02189","EAST WEYMOUTH","MA",42.2,-70.94,"NA-US-MA-EAST WEYMOUTH"
"02190","SOUTH WEYMOUTH","MA",42.2,-70.94,"NA-US-MA-SOUTH WEYMOUTH"
"02191","NORTH WEYMOUTH","MA",42.2,-70.94,"NA-US-MA-NORTH WEYMOUTH"
"01718","VILLAGE OF NAGOG WOODS","MA",42.51,-71.41,"NA-US-MA-VILLAGE OF NAGOG WOODS"
"01719","BOXBOROUGH","MA",42.5,-71.5,"NA-US-MA-BOXBOROUGH"
"01720","ACTON","MA",42.48,-71.46,"NA-US-MA-ACTON"
"02474","ARLINGTON","MA",42.41,-71.16,"NA-US-MA-ARLINGTON"
"02475","ARLINGTON HEIGHTS","MA",42.41,-71.18,"NA-US-MA-ARLINGTON HEIGHTS"
"02476","ARLINGTON","MA",42.41,-71.16,"NA-US-MA-ARLINGTON"
"02150","CHELSEA","MA",42.39,-71.03,"NA-US-MA-CHELSEA"
"02149","EVERETT","MA",42.4,-71.05,"NA-US-MA-EVERETT"
"02152","WINTHROP","MA",42.37,-70.98,"NA-US-MA-WINTHROP"
"02151","REVERE","MA",42.41,-70.99,"NA-US-MA-REVERE"
"02148","MALDEN","MA",42.43,-71.05,"NA-US-MA-MALDEN"
"02176","MELROSE","MA",42.45,-71.05,"NA-US-MA-MELROSE"
"02153","MEDFORD","MA",42.42,-71.1,"NA-US-MA-MEDFORD"
"02155","MEDFORD","MA",42.42,-71.1,"NA-US-MA-MEDFORD"
"02156","WEST MEDFORD","MA",42.42,-71.13,"NA-US-MA-WEST MEDFORD"
"02143","SOMERVILLE","MA",42.39,-71.1,"NA-US-MA-SOMERVILLE"
"02144","SOMERVILLE","MA",42.39,-71.1,"NA-US-MA-SOMERVILLE"
"02145","SOMERVILLE","MA",42.39,-71.1,"NA-US-MA-SOMERVILLE"
"02180","STONEHAM","MA",42.47,-71.09,"NA-US-MA-STONEHAM"
"01913","AMESBURY","MA",42.85,-70.92,"NA-US-MA-AMESBURY"
"01810","ANDOVER","MA",42.65,-71.14,"NA-US-MA-ANDOVER"
"01812","ANDOVER","MA",42.65,-71.14,"NA-US-MA-ANDOVER"
"01899","ANDOVER","MA",42.65,-71.14,"NA-US-MA-ANDOVER"
"05501","ANDOVER","MA",42.65,-71.14,"NA-US-MA-ANDOVER"
"01586","WEST MILLBURY","MA",42.19,-71.76,"NA-US-MA-WEST MILLBURY"
"02054","MILLIS","MA",42.16,-71.35,"NA-US-MA-MILLIS"
"01529","MILLVILLE","MA",42.03,-71.58,"NA-US-MA-MILLVILLE"
"02350","MONPONSETT","MA",42.02,-70.84,"NA-US-MA-MONPONSETT"
"02553","MONUMENT BEACH","MA",41.71,-70.6,"NA-US-MA-MONUMENT BEACH"
"02554","NANTUCKET","MA",41.27,-70.1,"NA-US-MA-NANTUCKET"
"02564","SIASCONSET","MA",41.27,-70,"NA-US-MA-SIASCONSET"
